Region_Comercial,Subregion_Comercial,Locacion_Comercial,AGRUP_PIVO,CANAL,Marca,Tamano,EMPAQUE,Retornable,Agrup_Producto,MES,MES_CUOTA, AL_CUOTA ,AL_VENTA_2017,AL_VENTA_2018,AL_VENTA_2019,YEAR_2018,YEAR_2019
REGION MODERNO,AUTOSERVICIOS,TOTTUS,SS Y HH ,MODERNO,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,ABRIL,409,409,324,197,318,968,1223
REGION MODERNO,CUENTAS CLAVES,SODEXO,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,0,0,0,3,2
REGION MODERNO,CUENTAS CLAVES,RUSTICA,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,61,61,62,79,97,309,395
REGION MODERNO,CUENTAS CLAVES,ROKYS,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,126,126,0,29,79,105,509
REGION MODERNO,CUENTAS CLAVES,REPSOL,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,5,5,3,5,19,29,36
REGION MODERNO,CUENTAS CLAVES,PRIMAX,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,24,24,17,14,41,77,123
REGION MODERNO,CUENTAS CLAVES,POPEYES,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,39,39,0,0,29,0,149
REGION MODERNO,CUENTAS CLAVES,PIZZA HUT,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,36,36,82,116,13,493,74
REGION MODERNO,CUENTAS CLAVES,PECSA,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,6,6,2,8,10,25,30
REGION MODERNO,CUENTAS CLAVES,PAPA JOHNS,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,260,260,0,189,246,189,1186
REGION MODERNO,CUENTAS CLAVES,NORKYS,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,1577,1577,1888,1563,2051,7325,7337
REGION MODERNO,CUENTAS CLAVES,DON BELISARIO,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,1,1,0,0,6,0,16
REGION MODERNO,CUENTAS CLAVES,CHINA WOK,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,3,3,0,0,3,0,11
REGION MODERNO,CUENTAS CLAVES,BURGER KING,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,0,36,0,36,0
REGION MODERNO,CUENTAS CLAVES,BEMBOS,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,0,3,0,3,0
REGION MODERNO,AUTOSERVICIOS,TOTTUS,SS Y HH ,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,1188,1188,1367,1372,959,6819,4085
REGION MODERNO,AUTOSERVICIOS,MAKRO,CASH Y CARRY,VERTICAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,716,716,428,288,418,1040,1778
REGION MODERNO,CUENTAS CLAVES,SODEXO,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,0,11,0,41,22
REGION MODERNO,CUENTAS CLAVES,RUSTICA,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,788,591,0,2607,346
REGION MODERNO,CUENTAS CLAVES,ROKYS,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,1092,1303,0,5554,4700
REGION MODERNO,CUENTAS CLAVES,REPSOL,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,62,43,0,166,149
REGION MODERNO,CUENTAS CLAVES,PRIMAX,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,301,162,-1,739,488
REGION MODERNO,CUENTAS CLAVES,POPEYES,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,0,3,0,3,11
REGION MODERNO,CUENTAS CLAVES,PLANET CHICKEN,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,51,62,0,276,143
REGION MODERNO,CUENTAS CLAVES,PIZZA HUT,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,219,255,0,1068,353
REGION MODERNO,CUENTAS CLAVES,PECSA,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,14,35,-2,144,76
REGION MODERNO,CUENTAS CLAVES,PARDOS,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,330,401,0,1712,713
REGION MODERNO,CUENTAS CLAVES,PAPA JOHNS,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,0,347,0,347,1580
REGION MODERNO,CUENTAS CLAVES,NORKYS,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,2603,3135,52,13830,5710
REGION MODERNO,CUENTAS CLAVES,LAS CANASTAS,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,0,22,0,74,13
REGION MODERNO,CUENTAS CLAVES,DON BELISARIO,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,0,0,0,0,29
REGION MODERNO,CUENTAS CLAVES,CHINA WOK,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,0,0,0,0,5
REGION MODERNO,CUENTAS CLAVES,CASA ANDINA,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,10,14,0,38,13
REGION MODERNO,CUENTAS CLAVES,BURGER KING,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,0,0,0,40,0
REGION MODERNO,CUENTAS CLAVES,BOTICAS FASA,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,5,2,0,3,0
REGION MODERNO,CUENTAS CLAVES,BEMBOS,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,0,6,0,6,2
REGION MODERNO,AUTOSERVICIOS,WONG,SS Y HH ,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,131,127,0,590,159
REGION MODERNO,AUTOSERVICIOS,TOTTUS,SS Y HH ,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,5057,4086,-4,20541,7321
REGION MODERNO,AUTOSERVICIOS,MAKRO,CASH Y CARRY,VERTICAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,7214,5180,0,26774,8799
REGION MODERNO,CUENTAS CLAVES,TAMBO,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,6127,6127,2059,5068,4611,24070,22782
REGION MODERNO,CUENTAS CLAVES,SODEXO,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,15,15,0,10,29,44,81
REGION MODERNO,CUENTAS CLAVES,SAN FERNANDO,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,95,95,66,94,92,530,393
REGION MODERNO,CUENTAS CLAVES,RUSTICA,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,1185,1185,1227,1187,1073,5086,3940
REGION MODERNO,CUENTAS CLAVES,ROKYS,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,24545,24545,12920,8907,24768,35624,105965
REGION MODERNO,CUENTAS CLAVES,REPSOL,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,902,902,1466,1243,1165,5573,4888
REGION MODERNO,CUENTAS CLAVES,PRIMAX,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,1489,1489,1151,1276,2025,5295,8047
REGION MODERNO,CUENTAS CLAVES,POPEYES,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,241,241,0,78,369,78,1259
REGION MODERNO,CUENTAS CLAVES,POLLOS TITOS,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,1426,1426,1189,1271,1244,6068,4808
REGION MODERNO,CUENTAS CLAVES,POLLOS BEGUI,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,1304,1304,2338,1886,1213,6515,4883
REGION MODERNO,CUENTAS CLAVES,PLANET CHICKEN,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,310,310,174,347,263,1564,1203
REGION MODERNO,CUENTAS CLAVES,PIZZA HUT,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,2564,2564,3379,3966,1869,15082,8216
REGION MODERNO,CUENTAS CLAVES,PETROPERU,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,66,66,139,132,116,629,609
REGION MODERNO,CUENTAS CLAVES,PECSA,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,360,360,370,360,361,1661,1843
REGION MODERNO,CUENTAS CLAVES,PARDOS,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,3825,3825,5662,4170,3318,17197,14039
REGION MODERNO,CUENTAS CLAVES,PAPA JOHNS,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,4046,4046,0,2877,3722,2877,15604
REGION MODERNO,CUENTAS CLAVES,NORKYS,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,41071,41071,51256,44673,47534,198231,180755
REGION MODERNO,CUENTAS CLAVES,LATAM,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,1301,1301,1855,1149,1674,7242,7938
REGION MODERNO,CUENTAS CLAVES,LAS CANASTAS,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,308,308,713,686,520,2622,1815
REGION MODERNO,CUENTAS CLAVES,LA ROMANA,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,247,247,269,311,277,1092,1068
REGION MODERNO,CUENTAS CLAVES,LA PANKA,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,51,51,43,48,55,146,216
REGION MODERNO,CUENTAS CLAVES,GRUPO KONG,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,7674,7674,6989,6738,8295,31109,30667
REGION MODERNO,CUENTAS CLAVES,GAZEL,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,60,60,36,82,67,323,327
REGION MODERNO,CUENTAS CLAVES,GATE,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,9,9,178,67,2,647,6
REGION MODERNO,CUENTAS CLAVES,ENERGIGAS,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,52,52,67,71,63,236,266
REGION MODERNO,CUENTAS CLAVES,EL CORRALITO,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,8039,8039,7585,7553,8514,31105,34151
REGION MODERNO,CUENTAS CLAVES,DONDE WALTER,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,221,221,333,385,346,1431,1157
REGION MODERNO,CUENTAS CLAVES,DON BUFFET,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,335,335,295,430,487,1636,1668
REGION MODERNO,CUENTAS CLAVES,DON BELISARIO,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,170,170,0,117,187,117,670
REGION MODERNO,CUENTAS CLAVES,DOMINOS,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,910,910,262,739,924,2885,3877
REGION MODERNO,CUENTAS CLAVES,CHINA WOK,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,137,137,0,189,101,189,395
REGION MODERNO,CUENTAS CLAVES,CHILIS,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,8,0,0,0,0
REGION MODERNO,CUENTAS CLAVES,CHIFA WA LOC,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,83,83,81,60,71,328,274
REGION MODERNO,CUENTAS CLAVES,CASA ANDINA,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,7,7,6,10,0,22,8
REGION MODERNO,CUENTAS CLAVES,CANDY MARKET,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,119,119,120,187,70,488,411
REGION MODERNO,CUENTAS CLAVES,CALA,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,0,0,0,16,0
REGION MODERNO,CUENTAS CLAVES,BURGER KING,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,162,162,181,163,181,636,680
REGION MODERNO,CUENTAS CLAVES,BOTICAS FASA,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,6,11,0,24,0
REGION MODERNO,CUENTAS CLAVES,BEMBOS,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,138,138,0,187,92,187,390
REGION MODERNO,AUTOSERVICIOS,WONG,SS Y HH ,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,6311,6311,8394,6853,6908,35231,25830
REGION MODERNO,AUTOSERVICIOS,TOTTUS,SS Y HH ,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,19459,19459,34974,17785,14711,111080,67674
REGION MODERNO,AUTOSERVICIOS,MAKRO,CASH Y CARRY,VERTICAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,23537,23537,19701,10842,20045,67692,87734
REGION MODERNO,CUENTAS CLAVES,RUSTICA,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,147,147,214,141,170,672,571
REGION MODERNO,CUENTAS CLAVES,PIZZA HUT,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,2,2,5,3,3,43,5
REGION MODERNO,CUENTAS CLAVES,PETROPERU,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,6,0,0,0,0
REGION MODERNO,CUENTAS CLAVES,NORKYS,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,1237,1237,1515,1466,1587,6978,6107
REGION MODERNO,CUENTAS CLAVES,GRUPO KONG,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,24,0,0,0,13
REGION MODERNO,CUENTAS CLAVES,CHINA WOK,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,0,0,0,0,16
REGION MODERNO,CUENTAS CLAVES,CASA ANDINA,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,4,4,0,0,0,0,-5
REGION MODERNO,AUTOSERVICIOS,TOTTUS,SS Y HH ,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,1600,1600,705,988,929,4885,4443
REGION MODERNO,AUTOSERVICIOS,MAKRO,CASH Y CARRY,VERTICAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,752,752,932,469,628,1507,1988
REGION MODERNO,CUENTAS CLAVES,SODEXO,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,245,245,128,290,247,756,903
REGION MODERNO,CUENTAS CLAVES,RUSTICA,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,0,0,2,0,2
REGION MODERNO,CUENTAS CLAVES,ROKYS,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,0,100,0,402,0
REGION MODERNO,CUENTAS CLAVES,REPSOL,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,19,19,17,24,31,124,109
REGION MODERNO,CUENTAS CLAVES,PRIMAX,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,41,41,88,38,50,164,166
REGION MODERNO,CUENTAS CLAVES,PECSA,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,30,30,31,29,38,131,143
REGION MODERNO,CUENTAS CLAVES,EL POLLO REAL,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,577,577,661,565,699,2267,2344
