Region_Comercial,Subregion_Comercial,Locacion_Comercial,AGRUP_PIVO,CANAL,Marca,Tamano,EMPAQUE,Retornable,Agrup_Producto,MES,MES_CUOTA, AL_CUOTA ,AL_VENTA_2017,AL_VENTA_2018,AL_VENTA_2019,YEAR_2018,YEAR_2019
REGION MODERNO,AUTOSERVICIOS,TOTTUS,SS Y HH ,MODERNO,COCA_COLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,682,682,107,64,571,502,2512
REGION MODERNO,AUTOSERVICIOS,MAKRO,CASH Y CARRY,VERTICAL,COCA_COLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,12385,12385,14123,7951,6738,49233,30272
REGION MODERNO,AUTOSERVICIOS,TOTTUS,SS Y HH ,MODERNO,COCA_COLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,0,0,0,0,0
REGION MODERNO,CUENTAS CLAVES,TAMBO,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,3251,3251,944,1893,3457,8406,13985
REGION MODERNO,CUENTAS CLAVES,SODEXO,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,66,66,52,43,59,338,200
REGION MODERNO,CUENTAS CLAVES,SAN FERNANDO,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,106,106,33,52,43,278,252
REGION MODERNO,CUENTAS CLAVES,RUSTICA,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,0,0,55,0,221
REGION MODERNO,CUENTAS CLAVES,ROKYS,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,229,229,9273,8265,12,32993,119
REGION MODERNO,CUENTAS CLAVES,REPSOL,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,554,554,804,604,621,2559,2696
REGION MODERNO,CUENTAS CLAVES,PRIMAX,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,905,905,913,713,986,3262,4163
REGION MODERNO,CUENTAS CLAVES,PLANET CHICKEN,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,6,6,0,12,17,76,55
REGION MODERNO,CUENTAS CLAVES,PETROPERU,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,30,30,52,19,50,223,290
REGION MODERNO,CUENTAS CLAVES,PECSA,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,319,319,275,302,358,1474,1678
REGION MODERNO,CUENTAS CLAVES,PARDOS,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,290,290,0,409,716,1474,2444
REGION MODERNO,CUENTAS CLAVES,NORKYS,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,0,0,0,0,0
REGION MODERNO,CUENTAS CLAVES,LONG HORN,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,46,46,24,36,50,140,166
REGION MODERNO,CUENTAS CLAVES,GRUPO KONG,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,150,150,131,190,124,795,518
REGION MODERNO,CUENTAS CLAVES,GAZEL,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,29,29,26,45,21,166,140
REGION MODERNO,CUENTAS CLAVES,GATE,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,14,0,0,0,0
REGION MODERNO,CUENTAS CLAVES,ENERGIGAS,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,48,48,45,45,48,216,252
REGION MODERNO,CUENTAS CLAVES,CHIFA WA LOC,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,24,0,0,0,0
REGION MODERNO,CUENTAS CLAVES,CHIFA HOU WHA,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,0,0,0,14,0
REGION MODERNO,CUENTAS CLAVES,CASINO FIESTA,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,84,84,0,0,114,0,442
REGION MODERNO,CUENTAS CLAVES,CANDY MARKET,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,87,87,169,95,83,330,352
REGION MODERNO,CUENTAS CLAVES,BOTICAS FASA,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,0,10,0,12,0
REGION MODERNO,AUTOSERVICIOS,WONG,SS Y HH ,MODERNO,COCA_COLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,3717,3717,2090,1747,2248,5634,10940
REGION MODERNO,AUTOSERVICIOS,TOTTUS,SS Y HH ,MODERNO,COCA_COLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,3327,3327,544,2722,2901,6073,13262
REGION MODERNO,AUTOSERVICIOS,MAKRO,CASH Y CARRY,VERTICAL,COCA_COLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,9633,9633,4541,3650,6565,16779,32763
REGION MODERNO,CUENTAS CLAVES,RUSTICA,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,0,0,5,0,10
REGION MODERNO,CUENTAS CLAVES,LONG HORN,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,3,3,2,5,2,21,17
REGION MODERNO,AUTOSERVICIOS,TOTTUS,SS Y HH ,MODERNO,COCA_COLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,205,205,-33,-61,155,175,599
REGION MODERNO,AUTOSERVICIOS,MAKRO,CASH Y CARRY,VERTICAL,COCA_COLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,211,211,511,143,200,585,999
REGION MODERNO,CUENTAS CLAVES,SODEXO,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,2.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,28,28,48,37,63,206,211
REGION MODERNO,CUENTAS CLAVES,RUSTICA,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,2.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,0,0,13,0,21
REGION MODERNO,CUENTAS CLAVES,ROKYS,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,2.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,17,17,890,555,0,2465,5
REGION MODERNO,CUENTAS CLAVES,REPSOL,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,2.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,89,89,55,45,8,254,293
REGION MODERNO,CUENTAS CLAVES,PRIMAX,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,2.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,461,461,527,333,433,1358,1566
REGION MODERNO,CUENTAS CLAVES,PECSA,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,2.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,3,3,0,3,0,10,5
REGION MODERNO,CUENTAS CLAVES,NORKYS,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,2.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,0,0,-24,0,13
REGION MODERNO,CUENTAS CLAVES,LONG HORN,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,2.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,0,3,8,11,13
REGION MODERNO,CUENTAS CLAVES,BOTICAS FASA,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,2.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,13,0,0,0,0
REGION MODERNO,AUTOSERVICIOS,WONG,SS Y HH ,MODERNO,COCA_COLA,FAMILIAR,2.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,88,88,174,48,92,214,322
REGION MODERNO,AUTOSERVICIOS,TOTTUS,SS Y HH ,MODERNO,COCA_COLA,FAMILIAR,2.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,435,435,63,178,360,997,1574
REGION MODERNO,AUTOSERVICIOS,MAKRO,CASH Y CARRY,VERTICAL,COCA_COLA,FAMILIAR,2.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,1771,1771,3382,1564,1284,8684,6420
REGION MODERNO,AUTOSERVICIOS,WONG,SS Y HH ,MODERNO,COCA_COLA,FAMILIAR,2.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,0,0,0,0,0
REGION MODERNO,AUTOSERVICIOS,TOTTUS,SS Y HH ,MODERNO,COCA_COLA,FAMILIAR,2.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,0,0,0,0,0
REGION MODERNO,AUTOSERVICIOS,MAKRO,CASH Y CARRY,VERTICAL,COCA_COLA,FAMILIAR,2.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,0,0,0,0,0
REGION MODERNO,CUENTAS CLAVES,SODEXO,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,146,146,110,199,148,628,465
REGION MODERNO,CUENTAS CLAVES,ROKYS,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,29,29,0,17,8,38,106
REGION MODERNO,CUENTAS CLAVES,REPSOL,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,15,15,8,13,38,72,106
REGION MODERNO,CUENTAS CLAVES,PRIMAX,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,84,84,89,78,120,336,349
REGION MODERNO,CUENTAS CLAVES,PECSA,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,32,32,32,30,57,114,218
REGION MODERNO,CUENTAS CLAVES,PAPACHOS,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,7,7,6,6,4,19,15
REGION MODERNO,CUENTAS CLAVES,CHILIS,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,0,0,0,0,0
REGION MODERNO,CUENTAS CLAVES,CASA ANDINA,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,9,9,13,4,8,36,23
REGION MODERNO,AUTOSERVICIOS,TOTTUS,SS Y HH ,MODERNO,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,2383,2383,1501,2269,1070,9936,7346
REGION MODERNO,AUTOSERVICIOS,MAKRO,CASH Y CARRY,VERTICAL,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,2958,2958,5558,3276,2684,12173,8811
REGION MODERNO,CUENTAS CLAVES,UVK,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,0,0,0,0,63
REGION MODERNO,CUENTAS CLAVES,SODEXO,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,0,0,0,0,0
REGION MODERNO,CUENTAS CLAVES,RUSTICA,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,3,3,0,4,15,15,30
REGION MODERNO,CUENTAS CLAVES,ROKYS,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,137,137,507,526,947,2223,3650
REGION MODERNO,CUENTAS CLAVES,REPSOL,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,44,44,57,49,125,249,395
REGION MODERNO,CUENTAS CLAVES,PRIMAX,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,175,175,446,285,406,1236,1478
REGION MODERNO,CUENTAS CLAVES,PLANET CHICKEN,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,4,4,0,0,0,0,0
REGION MODERNO,CUENTAS CLAVES,PECSA,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,37,37,21,74,59,241,271
REGION MODERNO,CUENTAS CLAVES,PARDOS,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,64,64,0,0,0,0,0
REGION MODERNO,CUENTAS CLAVES,NORKYS,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,107,107,0,0,0,0,0
REGION MODERNO,CUENTAS CLAVES,LONG HORN,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,19,0,0,2,0
REGION MODERNO,CUENTAS CLAVES,LAS CANASTAS,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,8,8,0,0,0,0,0
REGION MODERNO,CUENTAS CLAVES,FRIDAYS,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,0,0,0,0,0
REGION MODERNO,CUENTAS CLAVES,CASA ANDINA,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,12,12,27,61,38,131,201
REGION MODERNO,AUTOSERVICIOS,WONG,SS Y HH ,MODERNO,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,130,130,104,40,122,495,614
REGION MODERNO,AUTOSERVICIOS,TOTTUS,SS Y HH ,MODERNO,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,952,952,556,2380,1421,8551,6928
REGION MODERNO,AUTOSERVICIOS,MAKRO,CASH Y CARRY,VERTICAL,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,740,740,2680,2299,1942,8367,7129
REGION MODERNO,CUENTAS CLAVES,TANTA,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,66,66,34,36,93,108,226
REGION MODERNO,CUENTAS CLAVES,TAMBO,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,8732,8732,2373,3747,6590,15231,31937
REGION MODERNO,CUENTAS CLAVES,SODEXO,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,442,442,135,617,378,1970,1164
REGION MODERNO,CUENTAS CLAVES,SAN FERNANDO,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,147,147,125,120,135,543,454
REGION MODERNO,CUENTAS CLAVES,RUSTICA,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,13,13,11,8,19,32,61
REGION MODERNO,CUENTAS CLAVES,ROKYS,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,7227,7227,6023,4267,6909,17442,29090
REGION MODERNO,CUENTAS CLAVES,REPSOL,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,1348,1348,1651,1319,1708,5888,6721
REGION MODERNO,CUENTAS CLAVES,PRIMAX,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,2166,2166,1899,1780,2762,7393,10140
REGION MODERNO,CUENTAS CLAVES,POLLOS TITOS,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,8,8,0,8,8,23,30
REGION MODERNO,CUENTAS CLAVES,POLLOS BEGUI,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,0,0,0,0,0
REGION MODERNO,CUENTAS CLAVES,PETROPERU,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,71,71,116,93,104,505,659
REGION MODERNO,CUENTAS CLAVES,PECSA,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,621,621,590,554,634,2542,3074
REGION MODERNO,CUENTAS CLAVES,PAPACHOS,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,24,24,21,23,17,97,59
REGION MODERNO,CUENTAS CLAVES,NORKYS,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,12,12,21,21,0,66,32
REGION MODERNO,CUENTAS CLAVES,LATAM,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,0,0,0,0,0
REGION MODERNO,CUENTAS CLAVES,LA PANKA,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,0,0,0,2,0
REGION MODERNO,CUENTAS CLAVES,LA MAR,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,11,11,15,17,13,53,40
REGION MODERNO,CUENTAS CLAVES,GAZEL,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,85,85,42,125,99,431,450
REGION MODERNO,CUENTAS CLAVES,GATE,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,0,0,0,0,0
REGION MODERNO,CUENTAS CLAVES,ENERGIGAS,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,112,112,85,127,112,425,507
REGION MODERNO,CUENTAS CLAVES,EL HORNERO,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,2,2,0,0,0,0,0
REGION MODERNO,CUENTAS CLAVES,DONDE WALTER,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,1,1,0,0,0,0,0
REGION MODERNO,CUENTAS CLAVES,DON BUFFET,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,14,14,17,0,30,57,91
REGION MODERNO,CUENTAS CLAVES,CHIFA WA LOC,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,4,4,6,6,8,11,19
REGION MODERNO,CUENTAS CLAVES,CHIFA JADE,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,8,8,0,6,6,11,27
REGION MODERNO,CUENTAS CLAVES,CHIFA HOU WHA,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,5,5,0,0,11,0,27
REGION MODERNO,CUENTAS CLAVES,CASINO FIESTA,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,144,144,0,0,152,0,511
REGION MODERNO,CUENTAS CLAVES,CASA ANDINA,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,17,17,4,8,4,32,19
REGION MODERNO,CUENTAS CLAVES,CANDY MARKET,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,338,338,302,137,306,919,1225
REGION MODERNO,CUENTAS CLAVES,CALA,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,0,2,8,11,13
REGION MODERNO,CUENTAS CLAVES,BOTICAS FASA,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,0,0,0,0,0
REGION MODERNO,AUTOSERVICIOS,WONG,SS Y HH ,MODERNO,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,3688,3688,4479,3463,3309,13182,11726
REGION MODERNO,AUTOSERVICIOS,TOTTUS,SS Y HH ,MODERNO,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,10464,10464,13843,18367,8402,71338,33973
REGION MODERNO,AUTOSERVICIOS,MAKRO,CASH Y CARRY,VERTICAL,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,18705,18705,18042,20667,17452,85853,69076
REGION MODERNO,AUTOSERVICIOS,TOTTUS,SS Y HH ,MODERNO,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,542,542,462,453,658,2064,2306
REGION MODERNO,AUTOSERVICIOS,MAKRO,CASH Y CARRY,VERTICAL,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,735,735,955,892,761,3641,2874
REGION MODERNO,CUENTAS CLAVES,REPSOL,CUENTAS CLAVES,MODERNO,CRUSH,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,3,3,4,0,0,0,0
REGION MODERNO,CUENTAS CLAVES,PRIMAX,CUENTAS CLAVES,MODERNO,CRUSH,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,0,0,4,0,8
REGION MODERNO,CUENTAS CLAVES,PECSA,CUENTAS CLAVES,MODERNO,CRUSH,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,7,7,0,0,0,8,21
REGION MODERNO,AUTOSERVICIOS,TOTTUS,SS Y HH ,MODERNO,CRUSH,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,328,328,112,91,127,456,486
REGION MODERNO,AUTOSERVICIOS,MAKRO,CASH Y CARRY,VERTICAL,CRUSH,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,92,92,397,44,85,847,211
REGION MODERNO,CUENTAS CLAVES,RUSTICA,CUENTAS CLAVES,MODERNO,CRUSH,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,83,83,85,203,127,805,454
REGION MODERNO,CUENTAS CLAVES,ROKYS,CUENTAS CLAVES,MODERNO,CRUSH,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,43,43,51,42,49,163,175
REGION MODERNO,CUENTAS CLAVES,REPSOL,CUENTAS CLAVES,MODERNO,CRUSH,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,0,0,0,2,0
REGION MODERNO,CUENTAS CLAVES,PRIMAX,CUENTAS CLAVES,MODERNO,CRUSH,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,26,26,27,17,17,97,76
REGION MODERNO,CUENTAS CLAVES,PECSA,CUENTAS CLAVES,MODERNO,CRUSH,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,19,19,13,27,21,114,95
REGION MODERNO,CUENTAS CLAVES,PARDOS,CUENTAS CLAVES,MODERNO,CRUSH,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,4,4,4,4,2,11,8
REGION MODERNO,CUENTAS CLAVES,LAS CANASTAS,CUENTAS CLAVES,MODERNO,CRUSH,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,1,1,0,2,4,11,15
REGION MODERNO,AUTOSERVICIOS,WONG,SS Y HH ,MODERNO,CRUSH,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,0,0,8,0,63
REGION MODERNO,AUTOSERVICIOS,TOTTUS,SS Y HH ,MODERNO,CRUSH,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,3468,3468,1568,1205,959,5163,5081
REGION MODERNO,AUTOSERVICIOS,MAKRO,CASH Y CARRY,VERTICAL,CRUSH,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,569,569,1767,566,803,2940,2904
REGION MODERNO,CUENTAS CLAVES,SAN FERNANDO,CUENTAS CLAVES,MODERNO,CRUSH,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,37,37,38,23,27,171,116
REGION MODERNO,CUENTAS CLAVES,RUSTICA,CUENTAS CLAVES,MODERNO,CRUSH,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,408,408,735,440,672,2471,2568
REGION MODERNO,CUENTAS CLAVES,ROKYS,CUENTAS CLAVES,MODERNO,CRUSH,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,133,133,374,163,97,740,482
REGION MODERNO,CUENTAS CLAVES,REPSOL,CUENTAS CLAVES,MODERNO,CRUSH,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,88,88,292,131,19,626,473
